,numquest,A1_sexe,A2_genre,A2_diff,A3_age_m,A3_age_y,age_groupe,A4_taille,A5_poids,A6_IMC,B01,B02,B03,B04/07,B05/08,Règles,C_AP,Dcons01,Dcons02,Dcons03,Dcons04,Dcons05,Dcons06,Dcons07,Dcons08,Dcons09,Dcons10,Dcons11,Dcons12,Dcons13,Dcons14,Dcons15,Dcons16,Dcons17,Dcons18,Dcons19,Dcons20,Dcons21,Dcons22,Dcons23,EIRI01,EIRI02,EIRI03,EIRI04,EIRI05,EIRI06,EIRI07,EIRI08,EIRI09,EIRI10,EIRI11,EIRI12,EIRI13,EIRI14,F_reseau,F02,F03,Greseau01,Greseau02,Greseau03,Greseau04,Greseau05,Greseau06,Greseau07,Greseau08,Greseau09,Greseau10,Greseau11,Hest01,Hest02,Hest03,Hest04,Hest05,Hest06,Hest07,Hest08,Hest09,Hest10,Hest11,Hest12,Hest13,Hest14,Hest15,Hest16,Hest17,Hest18,Hest19,Hest20,Hest21,Hest22,Hest23,Iobj01,Iobj02,Iobj03,Iobj04,Iobj05,Iobj06,Iobj07,Iobj08,IIpress01,IIpress02,IIpress03,IIpress04,IIpress05,IIpress06,IIpress07,IIpress08,IIpress09,IIpress10,IIpress11,IIpress12,Jcons01,Jcons02,Jcons03,Jcons04,Jcons05,Jcons06,Jcons07,Kinter01,Kinter02,Kinter03,Kinter04,Kinter05,Kinter06,Kinter07,Kinter08,Kinter09,Kinter10,Kinter11,Kinter12,Kinter13,Kinter14,Kinter15,Kinter16,Kinter17,Kinter18,Kinter19,Kinter20,Kinter21,L1tact01,L1tact02,L1tact03,L1tact04,L1tact05,L1tact06,L1tact07,L2tact01,L2tact02,L2tact03,L2tact04,L2tact05,L2tact06,L2tact07,L2tact08,L3mouv01,L3mouv02,L3mouv03,L3mouv04,L3mouv05,L3mouv06,L3mouv07,L3mouv08,L4act01,L4act02,L4act03,L4act04,L4act05,L4act06,L4act07,L4act08,L4act09,L4act10,M1_douleurs_nb,NLpairs01,NLpairs02,NLpairs03,NLpairs04,NLpairs05,NLpairs06,NLpairs07,NLpairs08,NLpairs09,NLpairs10,classe,filiere,diplome_parent,sit_eco,langue,main,departement
403,943,1,1,2,146,12,1,145.0,40.0,19.024970273483948,2,,2,2,,,1,2,1,2,5,2,5,5,5,1,2,5,1,5,5,2,1,5,1,5,5,2,4,5,5,1,1,5,5,5,5,3,1,5,5,3,1,2,1,5,1,5,4,4,5,1,3,1,4,5,4,4,1,4,2,1,5,3,1,2,1,2,1,3,1,3,2,1,2,2,4,5,2,2,4,5,4,3,5,5,5,5,5,4,1,3,3,1,3,1,2,2,5,1,5,3,5,5,5,5,,,3,5,2,5,1,3,5,3,3,3,3,4,3,5,5,1,2,3,2,1,2,3,2,5,1,2,2,5,5,5,4,5,2,1,5,1,1,4,5,1,3,2,1,1,5,1,5,3,4,1,1,1,1,1,1,3,2,4,4,1,1,,,4,,5,,,3,Y,1,13
404,944,1,1,2,182,15,2,175.0,58.0,18.93877551020408,3,4,2,4,4,13,1,3,4,3,3,4,3,5,3,5,2,4,3,4,1,1,2,3,4,3,2,2,1,2,4,4,5,2,4,3,5,3,2,4,2,3,1,1,1,3,3,5,4,4,4,4,4,4,5,3,1,2,3,4,2,1,1,3,2,2,1,2,3,4,2,2,4,4,4,1,2,3,2,3,3,4,3,3,4,4,4,2,3,1,1,1,1,1,1,1,1,4,4,2,4,3,4,4,2,4,,,2,4,2,3,3,3,3,2,2,2,3,3,2,2,3,3,2,2,3,2,4,3,1,4,4,4,5,4,4,4,4,4,4,3,5,4,3,5,4,2,3,3,4,3,4,2,4,3,4,4,4,1,1,3,0,4,4,3,4,3,2,4,1,4,4,2,,,4,Y,1,13
405,945,1,1,2,185,15,2,171.0,50.0,17.09927841045108,4,4,3,4,4,13,3,3,5,2,4,5,4,5,3,5,4,5,2,2,5,5,3,5,5,5,3,4,3,4,5,5,4,5,5,5,5,4,5,5,4,4,4,5,1,4,5,5,5,5,5,4,5,4,3,3,1,2,4,4,2,1,2,2,2,4,1,4,2,4,3,3,3,3,4,2,3,1,1,4,2,5,4,4,4,4,5,3,4,3,1,4,4,4,1,1,1,4,5,4,3,3,1,5,5,4,,,4,3,2,4,1,2,1,4,2,4,2,3,5,4,4,3,1,2,3,2,3,4,2,5,3,1,1,5,5,4,3,3,5,1,5,2,4,5,5,1,2,5,2,1,4,2,5,3,1,4,3,5,4,4,3,2,,3,4,4,2,3,1,3,4,2,,,3,Y,1,13
406,946,1,1,2,180,15,2,164.0,60.0,22.308149910767405,4,4,2,4,4,13,1,3,4,,2,4,5,5,3,4,3,4,2,3,5,4,1,4,2,5,2,3,4,2,1,4,3,4,4,4,4,3,2,4,3,4,1,3,1,4,2,5,4,3,4,1,2,1,2,4,1,2,2,3,2,2,1,2,2,2,3,2,2,3,2,2,3,1,3,4,2,5,1,3,2,4,2,2,5,2,5,5,4,1,1,1,1,1,1,1,2,2,2,3,2,4,2,3,4,3,,,2,4,4,5,3,4,3,4,2,4,2,4,3,2,3,3,2,3,3,4,4,3,3,4,3,1,2,5,5,4,4,4,3,2,5,5,5,3,5,2,4,4,3,3,3,4,4,3,4,4,3,2,3,4,4,,,3,4,4,,4,1,4,4,2,,,3,Y,1,13
407,947,1,1,2,181,15,2,171.0,55.0,18.80920625149619,4,3,3,2,4,13,3,3,4,2,5,5,5,5,5,2,4,3,4,4,5,5,4,5,5,4,3,3,3,4,4,2,3,5,4,4,4,3,4,5,5,3,3,2,1,4,2,5,5,5,5,4,3,5,5,5,5,4,4,3,1,1,2,,1,1,2,1,3,3,2,2,1,2,2,,2,3,1,2,1,1,4,3,1,5,4,4,3,,,3,2,1,2,5,3,4,5,4,4,2,3,3,4,5,,,3,4,2,4,1,1,1,2,3,4,4,3,5,5,5,5,3,3,2,4,3,3,2,2,3,1,1,5,3,4,3,4,2,4,4,1,4,5,5,2,5,5,1,1,3,1,5,1,3,4,3,5,3,3,0,3,1,3,4,4,1,3,2,3,2,2,,,4,Y,2,13
408,948,1,1,2,138,11,1,153.0,42.0,17.941817249775728,,3,2,3,1,,1,2,4,4,2,3,,2,3,,2,2,5,2,3,3,2,2,2,3,3,2,3,2,2,4,4,3,3,3,3,,4,3,,,3,2,1,,2,4,4,3,4,2,2,3,3,1,2,1,4,5,5,4,1,5,2,4,4,5,4,1,3,3,4,5,5,5,2,4,4,5,5,2,2,3,3,2,2,4,3,1,1,2,3,1,1,1,4,1,3,3,3,3,,2,4,3,,,2,3,2,3,3,4,3,3,3,,3,3,3,4,2,3,3,2,5,4,4,1,3,2,3,5,3,3,2,3,3,2,1,2,5,3,3,3,4,4,2,3,5,1,3,5,3,4,5,4,,1,3,1,0,,2,2,3,,3,3,4,3,2,6,,,4,Y,2,13
409,949,1,1,2,209,17,2,174.0,60.0,19.817677368212443,3,4,2,2,4,14,1,4,5,1,3,5,4,5,5,1,4,4,2,4,5,5,1,5,5,5,5,1,,1,5,1,4,2,3,3,5,3,5,5,2,5,2,3,1,4,5,5,5,5,5,3,2,3,3,4,2,1,4,4,4,4,3,4,3,4,5,4,5,4,5,5,5,5,5,5,5,5,4,4,4,4,1,3,4,1,2,2,2,1,1,1,3,1,3,3,5,1,5,2,1,4,4,4,5,5,,,3,5,3,5,5,2,3,3,2,2,3,4,5,5,5,2,2,2,4,4,5,4,1,5,2,5,5,3,2,4,5,1,5,1,5,1,2,5,5,3,4,4,5,4,4,1,5,3,5,3,4,3,2,2,1,4,3,2,4,4,3,4,1,4,4,0,,,3,Y,2,13
410,950,1,1,2,186,15,2,163.0,69.0,25.970115548195267,4,4,3,3,4,12,1,5,5,3,5,5,5,5,5,1,5,5,2,5,4,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,3,1,5,5,5,4,5,1,3,1,5,5,5,5,1,1,3,3,5,2,1,4,5,5,3,4,4,5,4,3,4,5,4,5,,5,1,5,4,5,3,1,5,5,4,3,2,1,4,5,4,4,1,1,4,1,1,1,5,4,3,5,1,3,5,3,3,5,5,,,4,5,5,5,1,3,1,4,3,5,5,5,5,5,5,5,3,5,5,5,5,5,3,1,5,4,1,3,1,1,4,1,5,1,5,1,1,1,5,2,1,2,1,1,4,3,5,1,3,5,4,1,2,1,0,4,4,4,4,4,4,4,4,4,4,2,,,2,N,1,13
411,951,1,1,2,207,17,2,165.0,47.0,17.263544536271812,4,4,2,4,4,12,2,5,5,4,1,4,4,4,3,4,3,4,1,4,4,3,1,3,4,3,4,3,4,1,4,3,5,4,5,4,5,5,5,4,5,4,3,4,1,4,5,5,5,5,5,1,1,4,1,2,1,1,5,5,4,3,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,1,3,4,4,5,1,5,3,5,5,2,2,4,4,4,5,1,1,1,5,1,5,1,1,5,4,4,5,5,,,3,5,5,5,2,2,2,3,2,4,1,3,4,5,3,3,1,1,4,4,3,3,3,1,4,4,1,3,3,3,3,2,5,3,1,5,5,3,5,4,5,2,5,1,3,2,5,3,4,4,3,3,4,5,1,4,4,4,4,4,4,4,4,,4,0,,,3,Y,1,13
412,952,1,1,2,185,15,2,165.0,47.0,17.263544536271812,4,4,3,3,4,15,1,5,3,3,5,3,1,5,4,5,1,3,5,2,1,3,1,1,3,2,3,1,1,5,,2,2,5,2,3,5,3,5,4,3,3,5,2,1,5,3,5,5,5,5,2,1,3,3,5,1,5,2,2,4,5,1,2,1,5,1,5,5,5,4,1,4,1,4,4,5,1,5,2,1,2,2,3,3,1,5,3,3,1,,4,3,1,1,1,5,1,4,3,1,1,5,,5,5,,,3,5,,5,1,3,3,4,4,5,1,1,2,2,1,1,1,1,3,1,2,1,5,4,3,2,4,5,1,5,3,1,5,2,5,1,3,5,5,1,5,3,4,1,5,1,5,5,2,4,1,1,3,2,,2,,2,4,4,3,4,2,3,4,2,,,3,Y,1,13
413,953,1,1,2,208,17,2,168.0,72.0,25.510204081632658,4,4,2,4,4,13,1,4,3,,3,4,5,5,4,,3,5,3,3,5,3,3,3,5,4,5,3,,2,4,4,3,3,4,2,4,4,5,4,,3,3,4,1,5,3,5,5,5,5,2,2,1,5,4,1,1,2,4,3,4,1,4,4,3,4,3,5,4,5,4,4,4,5,5,5,4,5,4,4,4,3,3,2,4,4,2,,1,1,1,5,1,1,1,4,3,5,4,3,4,4,3,4,4,,,2,5,,4,3,4,4,3,2,3,2,3,,3,2,2,1,2,3,,4,1,5,3,3,3,1,3,3,4,5,,4,3,1,3,4,5,5,3,5,2,4,5,4,4,3,4,4,4,3,2,3,2,0,4,3,4,1,4,4,4,3,4,4,0,,,4,Y,1,13
414,954,1,1,2,187,15,2,158.0,63.0,25.236340330075304,4,4,2,4,4,12,2,3,4,4,2,5,3,5,4,4,4,5,1,5,3,5,5,5,5,3,5,4,3,4,4,4,2,2,4,5,4,1,4,4,5,4,1,4,1,5,3,5,5,5,5,2,2,4,2,5,2,4,1,2,1,1,4,2,1,1,1,1,5,4,3,2,3,1,3,3,2,1,1,2,2,5,1,5,5,5,5,2,1,5,3,2,3,3,3,2,1,5,5,5,5,4,4,3,5,4,,,5,4,1,5,2,2,2,3,1,4,5,5,3,3,5,3,2,5,2,2,2,1,5,1,3,4,1,5,1,1,1,1,3,1,3,1,4,4,5,2,3,5,3,3,3,5,4,2,3,3,1,1,2,1,0,4,4,4,3,4,3,4,4,4,4,2,,,3,Y,1,13
415,955,1,1,2,261,21,3,100.0,20.0,20.0,1,1,1,1,1,,1,1,1,5,1,1,1,1,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,5,5,5,1,1,1,1,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,5,1,5,1,5,1,1,1,5,5,5,1,5,1,1,5,5,5,5,1,1,5,5,1,1,1,5,1,1,1,5,1,1,5,1,1,1,1,1,1,,,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,1,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,5,5,1,5,1,5,5,5,5,1,5,5,0,,,,,,,,,,,8,,,5,Y,1,13
416,956,1,1,2,170,14,2,167.0,50.0,17.92821542543655,,3,2,2,4,13,2,5,5,3,4,2,2,5,4,4,5,2,5,5,4,1,5,3,5,2,5,3,,1,1,3,5,3,5,5,5,4,5,5,5,5,1,1,1,,5,5,5,5,5,1,5,5,1,5,,5,3,4,5,5,1,5,5,5,5,5,5,4,5,,5,5,5,5,5,2,2,5,5,2,2,3,1,1,5,5,5,1,1,2,1,1,3,3,3,1,1,1,1,5,4,3,5,5,,,4,5,5,3,3,1,5,2,3,3,5,2,4,5,5,4,1,5,5,5,5,1,1,5,3,5,1,4,2,3,5,2,3,5,5,1,5,1,5,4,3,4,5,5,2,5,2,3,5,4,1,3,4,1,0,4,1,4,4,4,4,4,4,4,4,3,,,3,Y,1,13
417,958,1,1,2,185,15,2,154.0,56.0,23.61275088547816,4,4,4,4,4,10,1,4,5,2,5,5,5,5,3,5,4,5,3,5,5,4,3,5,5,4,4,5,4,3,5,3,2,2,4,3,5,2,4,5,2,5,1,2,1,5,4,5,5,5,5,5,5,5,3,5,3,5,2,4,4,3,2,4,2,4,3,5,4,4,4,5,5,1,5,3,3,5,2,5,4,5,4,5,3,5,5,3,3,4,3,5,4,1,1,2,3,4,5,4,4,4,2,4,5,5,,,3,5,1,5,4,3,4,2,1,2,5,5,4,4,2,3,4,3,4,2,4,5,2,4,5,2,3,4,2,3,5,3,4,1,4,3,2,3,5,1,2,3,5,2,4,3,2,3,3,5,2,3,2,2,3,,,,,,,,,,,1,,,5,Y,1,13
418,959,1,0,1,182,15,2,163.0,56.0,21.077195227520797,3,4,4,4,4,12,1,3,5,1,5,4,5,5,5,4,4,5,3,2,4,4,5,5,2,5,5,4,5,5,2,3,2,2,5,4,3,1,5,2,3,2,3,2,1,5,1,5,5,5,5,2,4,3,4,5,4,5,3,3,2,2,1,2,1,3,1,2,1,3,1,4,2,4,2,2,2,1,1,3,2,5,2,4,5,5,5,5,3,4,4,3,5,2,1,2,2,5,5,5,4,2,5,3,5,5,,,2,5,2,4,3,5,5,2,1,1,3,5,4,4,2,3,1,2,3,1,3,2,1,1,2,1,2,5,4,2,3,3,1,1,3,2,1,3,5,2,5,1,3,1,4,3,4,1,1,3,1,1,1,1,2,1,3,2,4,4,4,4,2,4,4,1,,,2,Y,1,13
419,960,1,1,2,211,17,2,166.0,65.0,23.588329220496444,4,4,4,4,4,12,2,5,5,4,4,5,5,5,4,4,4,4,2,4,5,5,4,5,5,5,4,5,4,5,4,2,5,4,5,5,5,1,5,5,3,5,3,5,1,4,2,5,5,2,5,4,4,2,4,4,1,1,2,3,3,3,1,3,4,3,2,3,4,1,2,2,3,4,3,5,5,4,2,4,2,5,4,2,2,4,5,1,3,2,1,1,3,1,1,4,4,3,5,4,4,4,4,2,4,1,,,4,4,4,4,3,5,4,3,3,2,4,2,4,4,4,4,2,3,3,3,3,5,5,4,2,5,4,4,3,3,5,3,3,2,5,4,4,4,5,3,3,5,5,5,3,1,3,3,2,3,5,1,5,5,0,3,3,2,4,2,4,4,4,1,4,0,,,4,Y,2,13
420,961,1,1,2,286,23,3,170.0,88.0,30.449826989619382,4,4,2,4,4,16,1,3,3,,1,3,2,5,3,4,2,3,1,4,3,2,2,3,2,3,3,2,2,1,4,3,5,2,4,3,5,4,5,4,2,4,2,2,1,4,5,5,5,5,5,3,3,4,2,4,2,2,4,3,4,3,1,4,3,2,3,2,3,3,3,4,4,3,4,4,4,3,2,3,3,4,5,3,4,2,2,4,3,5,4,3,2,1,1,4,4,4,5,4,4,3,2,2,4,3,,,2,4,3,4,2,4,4,4,3,2,2,4,3,4,5,4,3,2,4,4,4,5,4,5,3,5,5,5,3,4,4,4,4,3,5,4,3,5,3,2,3,3,3,4,2,1,4,3,4,4,3,4,3,4,0,4,4,1,4,4,1,4,4,4,4,-4,SHS,,4,Y,1,75
421,962,1,1,2,158,13,1,150.0,44.0,19.555555555555557,1,2,1,2,4,13,3,3,3,2,2,3,3,4,3,4,2,1,5,3,1,1,1,1,2,1,4,2,1,1,1,4,3,5,5,5,5,5,5,3,3,4,4,3,1,4,3,5,5,2,5,2,2,3,1,4,2,3,4,3,5,5,1,3,2,3,5,3,5,3,5,3,4,4,5,5,5,1,5,3,3,2,2,3,4,2,3,3,3,1,1,1,2,1,1,2,2,2,4,5,1,1,1,1,5,3,,,3,4,4,4,2,5,5,5,4,4,4,4,4,5,5,4,5,5,5,5,4,4,3,5,5,3,3,3,5,4,3,2,3,1,5,4,2,4,2,1,2,4,5,5,3,5,1,3,5,4,5,4,5,3,0,4,2,4,4,4,4,4,,1,4,4,,,4,Y,1,13
422,964,1,1,2,150,12,1,144.0,40.0,19.290123456790123,,3,2,2,1,,4,1,3,5,1,3,2,1,1,,1,1,3,2,1,1,1,3,2,4,4,4,3,1,4,2,5,4,4,5,5,5,5,1,4,3,3,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,3,4,5,5,4,5,5,5,5,5,3,5,3,5,2,5,5,5,1,5,5,3,4,1,1,1,1,1,2,,1,1,1,5,1,1,2,2,1,1,5,1,5,4,2,5,4,,,,3,5,5,5,4,,5,2,3,2,2,4,4,4,3,2,2,5,5,5,2,5,4,1,2,3,5,3,4,5,1,5,3,5,3,5,5,5,3,5,5,5,5,4,3,4,4,5,5,5,3,5,3,0,,,,,,,,,,,5,,,4,Y,1,13
423,965,1,1,2,165,13,1,152.0,48.0,20.775623268698062,1,,4,2,1,,3,2,,3,3,2,3,4,2,2,2,4,2,3,3,2,2,3,2,3,3,3,2,2,2,4,5,3,3,3,4,3,4,4,3,2,2,3,1,3,3,5,4,3,3,2,3,4,3,4,2,4,2,3,3,4,2,2,3,4,3,4,4,3,3,2,2,4,4,4,4,3,3,4,2,4,3,3,3,3,4,2,3,2,2,2,2,2,4,4,2,2,5,3,3,,4,3,3,5,,,3,3,2,4,4,1,3,4,4,3,2,2,3,3,3,2,1,3,4,3,2,2,2,3,4,3,2,5,5,3,4,2,4,4,5,4,4,3,5,2,4,4,5,5,4,2,4,3,4,3,4,1,3,5,0,2,3,2,3,3,2,2,3,,3,4,,,4,Y,1,13
424,966,1,0,1,183,15,2,166.0,45.0,16.330381768036002,4,4,2,,4,13,2,5,4,3,4,5,2,5,5,5,2,3,2,5,5,5,4,5,5,3,5,2,4,5,3,4,4,5,4,5,3,2,5,3,5,3,5,5,1,4,2,5,5,5,5,2,3,4,2,4,1,2,4,2,3,5,1,4,5,5,4,5,5,1,5,4,4,4,5,4,5,1,5,4,4,4,3,4,4,4,5,3,3,1,2,5,5,3,4,3,5,1,1,1,1,4,4,4,4,4,,,4,5,4,5,1,4,3,1,2,2,5,5,4,4,5,5,5,1,3,3,3,5,1,5,5,5,1,2,1,1,1,2,1,1,2,1,3,5,3,1,5,5,5,1,4,2,5,1,4,5,2,5,1,2,,,,,,,4,,4,,4,2,,,4,Y,1,
425,967,1,1,2,173,14,2,157.0,50.0,20.28479857195018,1,,2,,4,13,4,3,2,,4,5,2,5,3,5,3,2,4,4,2,4,4,5,5,2,5,2,4,3,4,4,4,5,4,5,4,4,2,3,3,,4,3,2,0,0,1,1,1,1,1,1,1,1,1,1,1,2,,3,4,1,3,4,4,3,4,5,,4,,3,3,3,4,5,,4,3,2,2,2,2,2,2,1,2,2,1,4,1,3,1,1,1,1,1,4,1,2,,3,4,4,5,,,,4,3,5,2,1,1,3,,3,4,,,4,5,4,4,2,4,,3,1,4,5,2,4,1,5,3,5,4,3,5,3,5,2,4,4,4,2,3,5,4,3,4,5,3,3,4,5,4,3,5,5,0,3,4,2,3,4,4,4,4,3,4,3,,,3,Y,1,13
426,968,1,1,2,166,13,1,159.0,43.0,17.008820853605474,3,4,3,2,4,12,1,2,2,4,4,2,1,4,1,5,1,1,4,1,1,2,2,2,1,1,1,1,3,1,3,3,5,5,4,3,5,5,5,5,2,5,3,3,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,1,2,5,5,5,5,5,3,5,5,4,5,5,5,5,1,5,5,3,3,1,2,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,5,3,,,2,3,2,4,4,5,2,3,3,1,1,1,2,5,5,3,2,2,5,5,3,1,2,5,3,4,4,2,3,5,5,2,2,1,5,5,3,4,5,1,4,5,3,4,4,5,2,5,5,2,3,5,5,4,0,2,4,2,4,3,4,3,4,4,4,3,,,4,Y,1,13
427,969,1,1,2,171,14,2,161.0,67.0,25.847768218818715,2,4,3,3,4,11,2,3,4,3,4,4,4,4,4,3,4,5,1,4,5,4,4,4,3,4,4,4,3,3,5,4,5,5,5,5,5,3,5,5,4,5,2,4,1,4,3,5,5,5,5,1,1,2,5,3,3,1,4,4,1,1,3,3,1,2,2,1,2,3,1,3,3,2,3,2,3,4,1,2,2,1,4,3,4,5,5,3,3,1,1,1,1,5,4,4,4,4,5,4,4,3,3,2,5,5,,,1,4,2,5,3,5,3,2,4,5,1,2,4,5,4,3,5,4,2,3,3,1,1,4,2,5,1,4,3,3,2,3,2,2,5,2,5,2,5,2,4,3,4,1,4,4,2,4,2,4,3,1,2,1,,4,3,,4,2,1,3,3,4,3,3,,,4,Y,1,13
428,970,1,1,2,212,17,2,157.0,45.0,18.25631871475516,1,2,2,2,4,13,1,4,5,4,5,5,3,5,5,3,4,4,3,4,3,5,3,5,4,3,5,4,5,5,4,3,4,4,4,5,5,3,4,5,4,5,4,4,1,5,3,5,5,5,5,3,3,5,2,5,3,5,3,3,4,1,5,5,3,2,1,2,5,3,3,2,3,5,4,4,4,5,1,2,1,3,2,3,3,4,5,3,2,4,4,3,4,2,2,3,1,4,5,2,4,3,4,4,4,5,,,2,3,2,4,2,3,3,4,3,2,5,4,4,5,4,3,3,4,5,5,5,1,1,5,3,5,1,5,1,1,3,2,2,1,5,1,5,3,4,5,1,5,5,3,2,5,3,2,2,2,3,5,1,1,0,3,4,2,4,4,4,4,2,3,4,0,,,4,N,1,13
429,971,1,1,2,212,17,2,169.0,58.0,20.307412205454995,4,4,4,4,4,12,3,5,5,4,2,4,1,4,3,3,3,1,3,5,4,3,1,3,5,5,4,5,5,2,1,5,5,5,5,5,5,2,5,5,4,5,4,5,1,4,3,5,5,4,3,4,5,5,5,4,1,3,5,5,4,4,1,4,4,4,3,4,4,5,1,1,5,5,5,5,4,5,5,5,4,4,3,2,5,3,4,2,3,2,3,5,4,1,1,2,1,3,5,3,5,5,5,5,4,5,,,1,5,5,5,1,1,1,3,2,4,1,5,5,5,5,4,3,4,3,4,5,1,4,3,4,5,1,4,3,4,5,2,5,1,5,4,4,5,5,4,5,5,4,3,4,4,3,2,4,5,2,4,2,4,3,1,4,1,4,4,4,4,4,4,4,0,,,2,N,1,13
430,972,1,1,2,197,16,2,171.0,65.0,22.229061933586404,4,4,2,4,4,11,4,4,5,5,5,5,3,5,3,4,4,4,3,3,4,2,3,3,4,3,4,4,4,2,3,4,3,4,2,3,4,3,3,2,4,3,1,2,1,3,3,4,4,5,4,1,1,2,3,2,1,2,4,5,4,4,1,3,2,3,3,3,5,4,5,4,3,3,5,5,5,1,4,4,4,4,5,3,2,4,5,2,3,2,2,4,4,1,1,4,1,2,5,3,1,3,5,5,5,4,,,2,5,4,4,1,1,1,1,2,4,5,5,1,5,5,3,2,2,4,4,4,1,1,5,1,4,1,3,3,3,3,2,5,1,5,3,1,5,1,3,1,5,4,1,2,2,4,1,4,4,4,2,2,3,0,4,1,1,4,4,4,4,2,,4,1,,,4,Y,1,
431,973,1,1,2,144,12,1,159.0,42.0,16.61326688026581,2,3,2,2,4,11,1,2,4,5,1,2,3,3,1,1,1,3,1,4,3,3,1,1,1,3,1,1,3,1,3,,2,1,4,1,3,5,5,,,3,1,1,1,3,3,4,3,1,1,1,1,2,1,1,1,1,3,4,5,5,2,2,4,5,4,5,5,,5,5,5,5,5,5,5,1,5,5,5,4,4,4,5,4,5,3,,1,1,,1,1,1,,,1,4,2,1,,1,,3,1,,,1,2,3,3,1,2,1,5,5,4,1,1,3,5,2,3,2,1,5,,,2,2,1,4,5,1,1,2,5,5,3,5,5,3,5,4,5,5,4,5,3,5,5,5,5,1,5,5,5,5,5,5,5,0,3,3,4,2,4,4,4,4,4,4,5,,,4,Y,1,13
432,975,1,1,2,166,13,1,170.0,68.0,23.529411764705884,4,4,3,3,4,11,2,4,3,4,5,4,3,5,4,3,4,3,2,2,2,3,4,3,2,2,4,3,4,2,3,2,2,2,4,1,3,2,4,4,2,4,1,2,1,5,1,5,4,5,5,2,1,3,4,3,4,3,4,3,3,2,1,3,2,2,4,3,5,3,4,4,3,4,4,1,3,3,4,3,3,4,2,3,3,2,2,3,2,4,5,4,4,2,2,1,1,3,5,3,4,4,3,4,5,5,,,3,3,2,5,2,4,3,2,3,4,2,3,4,5,4,2,1,2,3,4,3,1,2,5,1,5,2,5,2,2,2,2,3,4,5,4,3,4,5,1,4,4,3,1,2,5,5,2,1,3,1,2,1,4,0,4,,,,3,4,4,,4,4,3,,,4,Y,1,13
433,976,1,1,2,210,17,2,160.0,54.0,21.093749999999996,4,4,4,4,4,11,3,2,5,3,5,5,5,5,4,2,4,5,5,2,5,4,5,5,2,5,2,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,3,2,1,3,1,5,4,5,5,3,1,1,5,4,1,1,2,3,1,1,1,1,1,1,1,1,4,3,1,1,1,1,5,5,5,1,1,1,1,5,5,3,5,5,5,5,4,5,5,5,5,2,1,5,2,1,5,5,4,2,1,4,4,5,,,4,4,2,1,4,5,4,3,3,2,1,4,2,3,2,3,1,3,1,1,3,4,4,4,1,2,1,5,4,4,5,4,4,1,5,4,5,5,5,2,5,5,2,3,5,1,2,3,3,4,5,1,1,3,0,1,1,4,4,1,4,4,1,4,1,0,,,4,Y,1,
434,977,1,1,2,202,16,2,164.0,61.0,22.679952409280194,4,4,4,4,4,12,1,3,1,4,5,4,5,5,3,3,5,5,1,3,4,5,5,5,3,5,2,4,4,5,4,4,5,2,4,3,5,1,5,5,1,3,1,1,1,5,5,5,5,5,5,4,5,5,5,4,2,4,2,3,1,1,3,3,1,2,2,1,5,2,2,2,2,2,2,2,1,3,1,2,2,5,3,4,4,5,5,5,5,4,4,2,4,4,4,5,5,4,5,2,4,4,5,4,4,5,,,3,4,4,5,2,3,4,2,2,2,5,5,4,4,4,4,2,1,1,1,1,3,1,2,3,2,2,5,1,2,3,1,2,1,5,1,3,2,4,2,1,1,2,2,3,2,4,5,3,1,3,1,3,4,,1,4,1,1,1,1,4,1,4,1,0,,,3,Y,1,13
435,978,1,1,2,203,16,2,174.0,63.0,20.808561236623067,4,4,4,2,4,9,4,3,4,4,2,4,4,5,2,4,2,4,2,4,5,1,3,4,4,4,4,2,4,2,5,5,4,4,5,5,5,3,1,4,5,5,3,5,1,4,3,5,5,5,5,3,3,4,3,3,1,2,3,4,4,2,1,3,3,4,1,4,5,3,3,4,4,4,3,4,2,4,2,3,3,5,3,3,4,4,5,3,3,2,4,4,4,1,2,3,3,4,5,5,5,4,4,4,3,5,,,2,5,4,5,4,4,3,4,2,5,2,5,5,5,5,4,2,4,2,3,4,5,2,5,4,4,1,3,4,4,3,4,4,1,5,4,4,5,5,4,4,5,4,1,5,5,4,3,5,5,4,4,4,4,3,4,4,4,4,4,4,4,2,4,4,0,,,4,Y,1,13
